;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;;;;;
546;647-50-1224;A;Yangon;Normal;Female;Fashion accessories;29,42;10;14,71;308,91;01/12/2019;16:23;Ewallet;294,2;4,761904762;14,71;8,9;;Female;9;77,63;34,9335
547;541-48-8554;A;Yangon;Normal;Male;Sports and travel;60,95;9;27,4275;575,9775;01/07/2019;12:08;Credit card;548,55;4,761904762;27,4275;6;;Electronic accessories;9;77,63;34,9335
548;539-21-7227;B;Mandalay;Normal;Female;Sports and travel;51,54;5;12,885;270,585;1/26/2019;17:45;Cash;257,7;4,761904762;12,885;4,2;;183-56-6882;4;99,42;19,884
549;213-32-1216;A;Yangon;Normal;Female;Electronic accessories;66,06;6;19,818;416,178;1/23/2019;10:28;Cash;396,36;4,761904762;19,818;7,3;;C;4;99,42;19,884
550;747-58-7183;B;Mandalay;Normal;Male;Fashion accessories;57,27;3;8,5905;180,4005;02/09/2019;20:31;Ewallet;171,81;4,761904762;8,5905;6,5;;Naypyitaw;4;99,42;19,884
551;582-52-8065;B;Mandalay;Normal;Female;Fashion accessories;54,31;9;24,4395;513,2295;2/22/2019;10:49;Cash;488,79;4,761904762;24,4395;8,9;;Member;4;99,42;19,884
552;210-57-1719;B;Mandalay;Normal;Female;Health and beauty;58,24;9;26,208;550,368;02/05/2019;12:34;Cash;524,16;4,761904762;26,208;9,7;;Female;4;99,42;19,884
553;399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories;22,21;6;6,663;139,923;03/07/2019;10:23;Credit card;133,26;4,761904762;6,663;8,6;;Food and beverages;4;99,42;19,884
554;134-75-2619;A;Yangon;Member;Male;Electronic accessories;19,32;7;6,762;142,002;3/25/2019;18:51;Cash;135,24;4,761904762;6,762;6,9;;186-09-3669;1;81,51;4,0755
555;356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;37,48;3;5,622;118,062;1/20/2019;13:45;Credit card;112,44;4,761904762;5,622;7,7;;C;1;81,51;4,0755
556;198-66-9832;B;Mandalay;Member;Female;Fashion accessories;72,04;2;7,204;151,284;02/04/2019;19:38;Cash;144,08;4,761904762;7,204;9,5;;Naypyitaw;1;81,51;4,0755
557;283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;98,52;10;49,26;1034,46;1/30/2019;20:23;Ewallet;985,2;4,761904762;49,26;4,5;;Member;1;81,51;4,0755
558;712-39-0363;A;Yangon;Member;Male;Food and beverages;41,66;6;12,498;262,458;01/02/2019;15:24;Ewallet;249,96;4,761904762;12,498;5,6;;Female;1;81,51;4,0755
559;218-59-9410;A;Yangon;Member;Female;Home and lifestyle;72,42;3;10,863;228,123;3/29/2019;16:54;Ewallet;217,26;4,761904762;10,863;8,2;;Health and beauty;1;81,51;4,0755
560;174-75-0888;B;Mandalay;Normal;Male;Electronic accessories;21,58;9;9,711;203,931;3/14/2019;12:32;Cash;194,22;4,761904762;9,711;7,3;;186-43-8965;2;47,68;4,768
561;866-99-7614;C;Naypyitaw;Normal;Male;Food and beverages;89,2;10;44,6;936,6;02/11/2019;15:42;Credit card;892;4,761904762;44,6;4,4;;A;2;47,68;4,768
562;134-54-4720;B;Mandalay;Normal;Female;Electronic accessories;42,42;8;16,968;356,328;1/30/2019;13:58;Ewallet;339,36;4,761904762;16,968;5,7;;Yangon;2;47,68;4,768
563;760-90-2357;A;Yangon;Member;Male;Electronic accessories;74,51;6;22,353;469,413;3/20/2019;15:08;Ewallet;447,06;4,761904762;22,353;5;;Member;2;47,68;4,768
564;514-37-2845;B;Mandalay;Normal;Male;Fashion accessories;99,25;2;9,925;208,425;3/20/2019;13:02;Cash;198,5;4,761904762;9,925;9;;Female;2;47,68;4,768
565;698-98-5964;A;Yangon;Normal;Female;Food and beverages;81,21;10;40,605;852,705;1/17/2019;13:01;Credit card;812,1;4,761904762;40,605;6,3;;Home and lifestyle;2;47,68;4,768
566;718-57-9773;C;Naypyitaw;Normal;Female;Sports and travel;49,33;10;24,665;517,965;02/03/2019;16:40;Credit card;493,3;4,761904762;24,665;9,4;;186-71-5196;2;79,54;7,954
567;651-88-7328;A;Yangon;Normal;Female;Fashion accessories;65,74;9;29,583;621,243;01/01/2019;13:55;Cash;591,66;4,761904762;29,583;7,7;;A;2;79,54;7,954
568;241-11-2261;B;Mandalay;Normal;Female;Fashion accessories;79,86;7;27,951;586,971;01/10/2019;10:33;Credit card;559,02;4,761904762;27,951;5,5;;Yangon;2;79,54;7,954
569;408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel;73,98;7;25,893;543,753;03/02/2019;16:42;Ewallet;517,86;4,761904762;25,893;4,1;;Member;2;79,54;7,954
570;834-83-1826;B;Mandalay;Member;Female;Home and lifestyle;82,04;5;20,51;430,71;2/25/2019;17:16;Credit card;410,2;4,761904762;20,51;7,6;;Female;2;79,54;7,954
571;343-61-3544;B;Mandalay;Member;Male;Sports and travel;26,67;10;13,335;280,035;1/29/2019;11:48;Cash;266,7;4,761904762;13,335;8,6;;Food and beverages;2;79,54;7,954
572;239-48-4278;A;Yangon;Member;Male;Food and beverages;10,13;7;3,5455;74,4555;03/10/2019;19:35;Ewallet;70,91;4,761904762;3,5455;8,3;;186-79-9562;7;71,77;25,1195
573;355-34-6244;B;Mandalay;Normal;Male;Food and beverages;72,39;2;7,239;152,019;1/13/2019;19:55;Credit card;144,78;4,761904762;7,239;8,1;;B;7;71,77;25,1195
574;550-84-8664;A;Yangon;Normal;Male;Sports and travel;85,91;5;21,4775;451,0275;3/22/2019;14:33;Credit card;429,55;4,761904762;21,4775;8,6;;Mandalay;7;71,77;25,1195
575;339-96-8318;B;Mandalay;Member;Male;Fashion accessories;81,31;7;28,4585;597,6285;03/01/2019;19:49;Ewallet;569,17;4,761904762;28,4585;6,3;;Normal;7;71,77;25,1195
576;458-61-0011;B;Mandalay;Normal;Male;Food and beverages;60,3;4;12,06;253,26;2/20/2019;18:43;Cash;241,2;4,761904762;12,06;5,8;;Male;7;71,77;25,1195
577;592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages;31,77;4;6,354;133,434;1/14/2019;14:43;Ewallet;127,08;4,761904762;6,354;6,2;;Health and beauty;7;71,77;25,1195
578;797-88-0493;A;Yangon;Normal;Female;Health and beauty;64,27;4;12,854;269,934;3/26/2019;13:54;Cash;257,08;4,761904762;12,854;7,7;;187-83-5490;4;20,77;4,154
579;207-73-1363;B;Mandalay;Normal;Male;Health and beauty;69,51;2;6,951;145,971;03/01/2019;12:15;Ewallet;139,02;4,761904762;6,951;8,1;;A;4;20,77;4,154
580;390-31-6381;C;Naypyitaw;Normal;Male;Food and beverages;27,22;3;4,083;85,743;01/07/2019;12:37;Cash;81,66;4,761904762;4,083;7,3;;Yangon;4;20,77;4,154
581;443-82-0585;A;Yangon;Member;Female;Health and beauty;77,68;4;15,536;326,256;02/01/2019;19:54;Cash;310,72;4,761904762;15,536;8,4;;Member;4;20,77;4,154
582;339-18-7061;C;Naypyitaw;Member;Female;Fashion accessories;92,98;2;9,298;195,258;2/13/2019;15:06;Credit card;185,96;4,761904762;9,298;8;;Male;4;20,77;4,154
583;359-90-3665;B;Mandalay;Member;Female;Fashion accessories;18,08;4;3,616;75,936;1/14/2019;18:03;Credit card;72,32;4,761904762;3,616;9,5;;Electronic accessories;4;20,77;4,154
584;375-72-3056;B;Mandalay;Normal;Male;Sports and travel;63,06;3;9,459;198,639;1/19/2019;15:58;Ewallet;189,18;4,761904762;9,459;7;;188-55-0967;10;66,47;33,235
585;127-47-6963;A;Yangon;Normal;Male;Health and beauty;51,71;4;10,342;217,182;03/09/2019;13:53;Credit card;206,84;4,761904762;10,342;9,8;;B;10;66,47;33,235
586;278-86-2735;A;Yangon;Normal;Female;Food and beverages;52,34;3;7,851;164,871;3/27/2019;14:03;Cash;157,02;4,761904762;7,851;9,2;;Mandalay;10;66,47;33,235
587;695-28-6250;A;Yangon;Normal;Female;Sports and travel;43,06;5;10,765;226,065;02/04/2019;16:38;Ewallet;215,3;4,761904762;10,765;7,7;;Member;10;66,47;33,235
588;379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories;59,61;10;29,805;625,905;3/14/2019;11:07;Cash;596,1;4,761904762;29,805;5,3;;Male;10;66,47;33,235
589;227-50-3718;A;Yangon;Normal;Male;Health and beauty;14,62;5;3,655;76,755;03/04/2019;12:23;Cash;73,1;4,761904762;3,655;4,4;;Health and beauty;10;66,47;33,235
590;302-15-2162;C;Naypyitaw;Member;Male;Health and beauty;46,53;6;13,959;293,139;03/03/2019;10:54;Credit card;279,18;4,761904762;13,959;4,3;;189-08-9157;9;31,73;14,2785
591;788-07-8452;C;Naypyitaw;Member;Female;Home and lifestyle;24,24;7;8,484;178,164;1/27/2019;17:38;Ewallet;169,68;4,761904762;8,484;9,4;;C;9;31,73;14,2785
592;560-49-6611;A;Yangon;Member;Female;Sports and travel;45,58;1;2,279;47,859;02/07/2019;14:13;Cash;45,58;4,761904762;2,279;9,8;;Naypyitaw;9;31,73;14,2785
593;880-35-0356;A;Yangon;Member;Female;Sports and travel;75,2;3;11,28;236,88;02/05/2019;11:51;Ewallet;225,6;4,761904762;11,28;4,8;;Normal;9;31,73;14,2785
594;585-11-6748;B;Mandalay;Member;Male;Sports and travel;96,8;3;14,52;304,92;3/15/2019;13:05;Cash;290,4;4,761904762;14,52;5,3;;Female;9;31,73;14,2785
595;470-31-3286;B;Mandalay;Normal;Male;Health and beauty;14,82;3;2,223;46,683;03/01/2019;11:30;Credit card;44,46;4,761904762;2,223;8,7;;Fashion accessories;9;31,73;14,2785
596;152-68-2907;A;Yangon;Normal;Male;Food and beverages;52,2;3;7,83;164,43;2/15/2019;13:30;Credit card;156,6;4,761904762;7,83;9,5;;189-17-4241;2;87,67;8,767
597;123-35-4896;C;Naypyitaw;Normal;Female;Sports and travel;46,66;9;20,997;440,937;2/17/2019;19:11;Ewallet;419,94;4,761904762;20,997;5,3;;A;2;87,67;8,767
598;258-69-7810;C;Naypyitaw;Normal;Female;Fashion accessories;36,85;5;9,2125;193,4625;1/26/2019;18:53;Cash;184,25;4,761904762;9,2125;9,2;;Yangon;2;87,67;8,767
599;334-64-2006;A;Yangon;Member;Female;Home and lifestyle;70,32;2;7,032;147,672;3/24/2019;14:22;Ewallet;140,64;4,761904762;7,032;9,6;;Normal;2;87,67;8,767
600;219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories;83,08;1;4,154;87,234;1/23/2019;17:16;Ewallet;83,08;4,761904762;4,154;6,4;;Female;2;87,67;8,767
601;881-41-7302;C;Naypyitaw;Normal;Female;Fashion accessories;64,99;1;3,2495;68,2395;1/26/2019;10:06;Credit card;64,99;4,761904762;3,2495;4,5;;Fashion accessories;2;87,67;8,767
602;373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages;77,56;10;38,78;814,38;3/14/2019;20:35;Ewallet;775,6;4,761904762;38,78;6,9;;189-40-5216;7;96,37;33,7295
603;642-30-6693;B;Mandalay;Normal;Female;Sports and travel;54,51;6;16,353;343,413;3/17/2019;13:54;Ewallet;327,06;4,761904762;16,353;7,8;;C;7;96,37;33,7295
604;484-22-8230;C;Naypyitaw;Member;Female;Fashion accessories;51,89;7;18,1615;381,3915;01/08/2019;20:08;Cash;363,23;4,761904762;18,1615;4,5;;Naypyitaw;7;96,37;33,7295
605;830-58-2383;B;Mandalay;Normal;Male;Home and lifestyle;31,75;4;6,35;133,35;02/08/2019;15:26;Cash;127;4,761904762;6,35;8,6;;Normal;7;96,37;33,7295
606;559-98-9873;A;Yangon;Member;Female;Fashion accessories;53,65;7;18,7775;394,3275;02/10/2019;12:56;Ewallet;375,55;4,761904762;18,7775;5,2;;Male;7;96,37;33,7295
607;544-32-5024;C;Naypyitaw;Member;Female;Food and beverages;49,79;4;9,958;209,118;3/28/2019;19:16;Credit card;199,16;4,761904762;9,958;6,4;;Electronic accessories;7;96,37;33,7295
608;318-12-0304;A;Yangon;Normal;Male;Fashion accessories;30,61;1;1,5305;32,1405;1/23/2019;12:20;Ewallet;30,61;4,761904762;1,5305;5,2;;189-52-0236;7;99,55;34,8425
609;349-97-8902;B;Mandalay;Member;Male;Food and beverages;57,89;2;5,789;121,569;1/17/2019;10:37;Ewallet;115,78;4,761904762;5,789;8,9;;A;7;99,55;34,8425
610;421-95-9805;A;Yangon;Normal;Female;Electronic accessories;28,96;1;1,448;30,408;02/07/2019;10:18;Credit card;28,96;4,761904762;1,448;6,2;;Yangon;7;99,55;34,8425
611;277-35-5865;C;Naypyitaw;Member;Female;Food and beverages;98,97;9;44,5365;935,2665;03/09/2019;11:23;Cash;890,73;4,761904762;44,5365;6,7;;Normal;7;99,55;34,8425
612;789-23-8625;B;Mandalay;Member;Male;Fashion accessories;93,22;3;13,983;293,643;1/24/2019;11:45;Cash;279,66;4,761904762;13,983;7,2;;Male;7;99,55;34,8425
613;284-54-4231;C;Naypyitaw;Member;Male;Sports and travel;80,93;1;4,0465;84,9765;1/19/2019;16:08;Credit card;80,93;4,761904762;4,0465;9;;Electronic accessories;7;99,55;34,8425
614;443-59-0061;A;Yangon;Member;Male;Food and beverages;67,45;10;33,725;708,225;02/03/2019;11:25;Ewallet;674,5;4,761904762;33,725;4,2;;189-55-2313;10;62,18;31,09
615;509-29-3912;A;Yangon;Member;Female;Sports and travel;38,72;9;17,424;365,904;3/20/2019;12:24;Ewallet;348,48;4,761904762;17,424;4,2;;C;10;62,18;31,09
616;327-40-9673;B;Mandalay;Member;Male;Sports and travel;72,6;6;21,78;457,38;1/13/2019;19:51;Cash;435,6;4,761904762;21,78;6,9;;Naypyitaw;10;62,18;31,09
617;840-19-2096;C;Naypyitaw;Member;Male;Electronic accessories;87,91;5;21,9775;461,5275;3/14/2019;18:10;Ewallet;439,55;4,761904762;21,9775;4,4;;Normal;10;62,18;31,09
618;828-46-6863;A;Yangon;Member;Male;Food and beverages;98,53;6;29,559;620,739;1/23/2019;11:22;Credit card;591,18;4,761904762;29,559;4;;Female;10;62,18;31,09
619;641-96-3695;C;Naypyitaw;Member;Female;Fashion accessories;43,46;6;13,038;273,798;02/07/2019;17:55;Ewallet;260,76;4,761904762;13,038;8,5;;Fashion accessories;10;62,18;31,09
620;420-97-3340;A;Yangon;Normal;Female;Food and beverages;71,68;3;10,752;225,792;3/28/2019;15:30;Credit card;215,04;4,761904762;10,752;9,2;;189-98-2939;9;78,55;35,3475
621;436-54-4512;A;Yangon;Member;Female;Food and beverages;91,61;1;4,5805;96,1905;3/20/2019;19:44;Cash;91,61;4,761904762;4,5805;9,8;;C;9;78,55;35,3475
622;670-79-6321;B;Mandalay;Member;Female;Home and lifestyle;94,59;7;33,1065;695,2365;1/17/2019;15:27;Credit card;662,13;4,761904762;33,1065;4,9;;Naypyitaw;9;78,55;35,3475
623;852-62-7105;B;Mandalay;Normal;Female;Fashion accessories;83,25;10;41,625;874,125;01/12/2019;11:25;Credit card;832,5;4,761904762;41,625;4,4;;Normal;9;78,55;35,3475
624;598-06-7312;B;Mandalay;Member;Male;Fashion accessories;91,35;1;4,5675;95,9175;2/16/2019;15:42;Cash;91,35;4,761904762;4,5675;6,8;;Male;9;78,55;35,3475
625;135-13-8269;B;Mandalay;Member;Female;Food and beverages;78,88;2;7,888;165,648;1/26/2019;16:04;Cash;157,76;4,761904762;7,888;9,1;;Fashion accessories;9;78,55;35,3475
626;816-57-2053;A;Yangon;Normal;Male;Sports and travel;60,87;2;6,087;127,827;03/09/2019;12:37;Ewallet;121,74;4,761904762;6,087;8,7;;190-14-3147;4;17,97;3,594
627;628-90-8624;B;Mandalay;Member;Male;Health and beauty;82,58;10;41,29;867,09;3/14/2019;14:41;Cash;825,8;4,761904762;41,29;5;;B;4;17,97;3,594
628;856-66-2701;A;Yangon;Member;Male;Home and lifestyle;53,3;3;7,995;167,895;1/25/2019;14:19;Ewallet;159,9;4,761904762;7,995;7,5;;Mandalay;4;17,97;3,594
629;308-39-1707;A;Yangon;Normal;Female;Fashion accessories;12,09;1;0,6045;12,6945;1/26/2019;18:19;Credit card;12,09;4,761904762;0,6045;8,2;;Normal;4;17,97;3,594
630;149-61-1929;A;Yangon;Normal;Male;Sports and travel;64,19;10;32,095;673,995;1/19/2019;14:08;Credit card;641,9;4,761904762;32,095;6,7;;Female;4;17,97;3,594
631;655-07-2265;A;Yangon;Normal;Male;Electronic accessories;78,31;3;11,7465;246,6765;03/05/2019;16:38;Ewallet;234,93;4,761904762;11,7465;5,4;;Health and beauty;4;17,97;3,594
632;589-02-8023;A;Yangon;Member;Male;Food and beverages;83,77;2;8,377;175,917;1/15/2019;10:54;Credit card;167,54;4,761904762;8,377;7;;190-59-3964;5;47,16;11,79
633;420-04-7590;B;Mandalay;Normal;Male;Home and lifestyle;99,7;3;14,955;314,055;3/18/2019;11:29;Ewallet;299,1;4,761904762;14,955;4,7;;B;5;47,16;11,79
634;182-88-2763;B;Mandalay;Member;Male;Food and beverages;79,91;3;11,9865;251,7165;3/20/2019;19:28;Credit card;239,73;4,761904762;11,9865;5;;Mandalay;5;47,16;11,79
635;188-55-0967;B;Mandalay;Member;Male;Health and beauty;66,47;10;33,235;697,935;1/15/2019;15:01;Credit card;664,7;4,761904762;33,235;5;;Member;5;47,16;11,79
636;610-46-4100;A;Yangon;Normal;Male;Health and beauty;28,95;7;10,1325;212,7825;03/03/2019;20:31;Credit card;202,65;4,761904762;10,1325;6;;Male;5;47,16;11,79
637;318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;46,2;1;2,31;48,51;3/19/2019;12:16;Cash;46,2;4,761904762;2,31;6,3;;Food and beverages;5;47,16;11,79
638;364-33-8584;B;Mandalay;Member;Female;Food and beverages;17,63;5;4,4075;92,5575;03/08/2019;15:27;Cash;88,15;4,761904762;4,4075;8,5;;191-10-6171;7;39,62;13,867
639;665-63-9737;B;Mandalay;Normal;Male;Fashion accessories;52,42;3;7,863;165,123;2/27/2019;17:36;Ewallet;157,26;4,761904762;7,863;7,5;;B;7;39,62;13,867
640;695-09-5146;B;Mandalay;Member;Female;Food and beverages;98,79;3;14,8185;311,1885;2/23/2019;20:00;Ewallet;296,37;4,761904762;14,8185;6,4;;Mandalay;7;39,62;13,867
641;155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories;88,55;8;35,42;743,82;3/19/2019;15:29;Ewallet;708,4;4,761904762;35,42;4,7;;Normal;7;39,62;13,867
642;794-32-2436;B;Mandalay;Member;Male;Electronic accessories;55,67;2;5,567;116,907;3/27/2019;15:08;Ewallet;111,34;4,761904762;5,567;6;;Female;7;39,62;13,867
643;131-15-8856;C;Naypyitaw;Member;Female;Food and beverages;72,52;8;29,008;609,168;3/30/2019;19:26;Credit card;580,16;4,761904762;29,008;4;;Fashion accessories;7;39,62;13,867
644;273-84-2164;C;Naypyitaw;Member;Male;Electronic accessories;12,05;5;3,0125;63,2625;2/16/2019;15:53;Ewallet;60,25;4,761904762;3,0125;5,5;;191-29-0321;10;19,77;9,885
645;706-36-6154;A;Yangon;Member;Male;Home and lifestyle;19,36;9;8,712;182,952;1/18/2019;18:43;Ewallet;174,24;4,761904762;8,712;8,7;;B;10;19,77;9,885
646;778-89-7974;C;Naypyitaw;Normal;Male;Health and beauty;70,21;6;21,063;442,323;3/30/2019;14:58;Cash;421,26;4,761904762;21,063;7,4;;Mandalay;10;19,77;9,885
647;574-31-8277;B;Mandalay;Member;Male;Fashion accessories;33,63;1;1,6815;35,3115;3/20/2019;19:55;Cash;33,63;4,761904762;1,6815;5,6;;Member;10;19,77;9,885
648;859-71-0933;C;Naypyitaw;Member;Female;Sports and travel;15,49;2;1,549;32,529;1/16/2019;15:10;Cash;30,98;4,761904762;1,549;6,3;;Female;10;19,77;9,885
649;740-11-5257;C;Naypyitaw;Normal;Male;Electronic accessories;24,74;10;12,37;259,77;2/24/2019;16:44;Cash;247,4;4,761904762;12,37;7,1;;Fashion accessories;10;19,77;9,885
650;369-82-2676;B;Mandalay;Normal;Male;Electronic accessories;75,66;5;18,915;397,215;1/15/2019;18:22;Ewallet;378,3;4,761904762;18,915;7,8;;192-98-7397;1;12,78;0,639
651;563-47-4072;B;Mandalay;Normal;Female;Health and beauty;55,81;6;16,743;351,603;1/22/2019;11:52;Cash;334,86;4,761904762;16,743;9,9;;C;1;12,78;0,639
652;742-04-5161;A;Yangon;Member;Male;Home and lifestyle;72,78;10;36,39;764,19;02/03/2019;17:24;Cash;727,8;4,761904762;36,39;7,3;;Naypyitaw;1;12,78;0,639
653;149-15-7606;B;Mandalay;Member;Male;Sports and travel;37,32;9;16,794;352,674;03/06/2019;15:31;Ewallet;335,88;4,761904762;16,794;5,1;;Normal;1;12,78;0,639
654;133-77-3154;B;Mandalay;Member;Male;Fashion accessories;60,18;4;12,036;252,756;2/16/2019;18:04;Credit card;240,72;4,761904762;12,036;9,4;;Male;1;12,78;0,639
655;169-52-4504;A;Yangon;Normal;Female;Electronic accessories;15,69;3;2,3535;49,4235;3/14/2019;14:13;Credit card;47,07;4,761904762;2,3535;5,8;;Fashion accessories;1;12,78;0,639
656;250-81-7186;C;Naypyitaw;Normal;Female;Electronic accessories;99,69;1;4,9845;104,6745;2/27/2019;10:23;Credit card;99,69;4,761904762;4,9845;8;;195-06-0432;3;81,01;12,1515
657;562-12-5430;A;Yangon;Member;Female;Fashion accessories;88,15;3;13,2225;277,6725;1/18/2019;10:11;Ewallet;264,45;4,761904762;13,2225;7,9;;A;3;81,01;12,1515
658;816-72-8853;A;Yangon;Member;Female;Sports and travel;27,93;5;6,9825;146,6325;1/29/2019;15:48;Cash;139,65;4,761904762;6,9825;5,9;;Yangon;3;81,01;12,1515
659;491-38-3499;A;Yangon;Member;Male;Fashion accessories;55,45;1;2,7725;58,2225;2/26/2019;17:46;Credit card;55,45;4,761904762;2,7725;4,9;;Member;3;81,01;12,1515
660;322-02-2271;B;Mandalay;Normal;Female;Sports and travel;42,97;3;6,4455;135,3555;02/03/2019;11:46;Cash;128,91;4,761904762;6,4455;9,3;;Male;3;81,01;12,1515
661;842-29-4695;C;Naypyitaw;Member;Male;Sports and travel;17,14;7;5,999;125,979;1/16/2019;12:07;Credit card;119,98;4,761904762;5,999;7,9;;Home and lifestyle;3;81,01;12,1515
662;725-67-2480;B;Mandalay;Member;Female;Fashion accessories;58,75;6;17,625;370,125;3/24/2019;18:14;Credit card;352,5;4,761904762;17,625;5,9;;196-01-2849;7;73,38;25,683
663;641-51-2661;C;Naypyitaw;Member;Female;Food and beverages;87,1;10;43,55;914,55;02/12/2019;14:45;Credit card;871;4,761904762;43,55;9,9;;C;7;73,38;25,683
664;714-02-3114;C;Naypyitaw;Normal;Female;Sports and travel;98,8;2;9,88;207,48;2/21/2019;11:39;Cash;197,6;4,761904762;9,88;7,7;;Naypyitaw;7;73,38;25,683
665;518-17-2983;A;Yangon;Normal;Female;Fashion accessories;48,63;4;9,726;204,246;02/04/2019;15:44;Ewallet;194,52;4,761904762;9,726;7,6;;Member;7;73,38;25,683
666;779-42-2410;B;Mandalay;Member;Male;Food and beverages;57,74;3;8,661;181,881;2/20/2019;13:06;Ewallet;173,22;4,761904762;8,661;7,7;;Female;7;73,38;25,683
667;190-14-3147;B;Mandalay;Normal;Female;Health and beauty;17,97;4;3,594;75,474;2/23/2019;20:43;Ewallet;71,88;4,761904762;3,594;6,4;;Fashion accessories;7;73,38;25,683
668;408-66-6712;C;Naypyitaw;Member;Female;Health and beauty;47,71;6;14,313;300,573;2/16/2019;14:19;Ewallet;286,26;4,761904762;14,313;4,4;;197-77-7132;8;91,56;36,624
669;679-22-6530;B;Mandalay;Normal;Female;Sports and travel;40,62;2;4,062;85,302;1/17/2019;10:01;Credit card;81,24;4,761904762;4,062;4,1;;B;8;91,56;36,624
670;588-47-8641;A;Yangon;Member;Male;Fashion accessories;56,04;10;28,02;588,42;1/14/2019;19:30;Ewallet;560,4;4,761904762;28,02;4,4;;Mandalay;8;91,56;36,624
671;642-61-4706;B;Mandalay;Member;Male;Food and beverages;93,4;2;9,34;196,14;3/30/2019;16:34;Cash;186,8;4,761904762;9,34;5,5;;Member;8;91,56;36,624
672;576-31-4774;B;Mandalay;Normal;Female;Health and beauty;73,41;3;11,0115;231,2415;03/02/2019;13:10;Ewallet;220,23;4,761904762;11,0115;4;;Male;8;91,56;36,624
673;556-41-6224;C;Naypyitaw;Normal;Male;Health and beauty;33,64;8;13,456;282,576;2/15/2019;17:10;Credit card;269,12;4,761904762;13,456;9,3;;Electronic accessories;8;91,56;36,624
674;811-03-8790;A;Yangon;Normal;Female;Electronic accessories;45,48;10;22,74;477,54;03/01/2019;10:22;Credit card;454,8;4,761904762;22,74;4,8;;198-66-9832;2;72,04;7,204
675;242-11-3142;B;Mandalay;Member;Male;Fashion accessories;83,77;2;8,377;175,917;2/24/2019;19:57;Cash;167,54;4,761904762;8,377;4,6;;B;2;72,04;7,204
676;752-23-3760;B;Mandalay;Member;Female;Sports and travel;64,08;7;22,428;470,988;2/19/2019;19:29;Credit card;448,56;4,761904762;22,428;7,3;;Mandalay;2;72,04;7,204
677;274-05-5470;A;Yangon;Member;Female;Food and beverages;73,47;4;14,694;308,574;2/23/2019;18:30;Cash;293,88;4,761904762;14,694;6;;Member;2;72,04;7,204
678;648-94-3045;C;Naypyitaw;Normal;Male;Health and beauty;58,95;10;29,475;618,975;02/07/2019;14:27;Ewallet;589,5;4,761904762;29,475;8,1;;Female;2;72,04;7,204
679;130-67-4723;A;Yangon;Member;Male;Food and beverages;48,5;6;14,55;305,55;01/11/2019;13:57;Ewallet;291;4,761904762;14,55;9,4;;Fashion accessories;2;72,04;7,204
680;528-87-5606;B;Mandalay;Member;Female;Electronic accessories;39,48;1;1,974;41,454;02/12/2019;19:43;Cash;39,48;4,761904762;1,974;6,5;;198-84-7132;9;40,61;18,2745
681;320-85-2052;B;Mandalay;Normal;Female;Sports and travel;34,81;1;1,7405;36,5505;1/14/2019;10:11;Credit card;34,81;4,761904762;1,7405;7;;B;9;40,61;18,2745
682;370-96-0655;C;Naypyitaw;Normal;Female;Fashion accessories;49,32;6;14,796;310,716;01/09/2019;13:46;Ewallet;295,92;4,761904762;14,796;7,1;;Mandalay;9;40,61;18,2745
683;105-10-6182;A;Yangon;Member;Male;Fashion accessories;21,48;2;2,148;45,108;2/27/2019;12:22;Ewallet;42,96;4,761904762;2,148;6,6;;Member;9;40,61;18,2745
684;510-79-0415;B;Mandalay;Member;Female;Sports and travel;23,08;6;6,924;145,404;1/24/2019;19:20;Ewallet;138,48;4,761904762;6,924;4,9;;Male;9;40,61;18,2745
685;241-96-5076;B;Mandalay;Member;Female;Home and lifestyle;49,1;2;4,91;103,11;01/08/2019;12:58;Credit card;98,2;4,761904762;4,91;6,4;;Fashion accessories;9;40,61;18,2745
686;767-97-4650;B;Mandalay;Member;Female;Sports and travel;64,83;2;6,483;136,143;01/08/2019;11:59;Credit card;129,66;4,761904762;6,483;8;;199-75-8169;10;15,81;7,905
687;648-83-1321;A;Yangon;Member;Male;Home and lifestyle;63,56;10;31,78;667,38;1/16/2019;17:59;Cash;635,6;4,761904762;31,78;4,3;;A;10;15,81;7,905
688;173-57-2300;C;Naypyitaw;Member;Male;Sports and travel;72,88;2;7,288;153,048;3/13/2019;12:51;Cash;145,76;4,761904762;7,288;6,1;;Yangon;10;15,81;7,905
689;305-03-2383;A;Yangon;Normal;Female;Food and beverages;67,1;3;10,065;211,365;2/15/2019;10:36;Cash;201,3;4,761904762;10,065;7,5;;Member;10;15,81;7,905
690;394-55-6384;C;Naypyitaw;Member;Female;Sports and travel;70,19;9;31,5855;663,2955;1/25/2019;13:38;Cash;631,71;4,761904762;31,5855;6,7;;Male;10;15,81;7,905
